Delta_E
4.948549434799100588e+00
2.686573397999273993e+01
1.298994226634764182e+01
3.023685965276319831e-01
0.000000000000000000e+00
2.086343316040661477e+01
3.092843396749438867e+00
3.113452103373359492e+01
5.745003334025009956e+00
1.917562905984652488e+01
2.207290754651714337e+01
2.358475052915529702e+01
3.713418371258481443e+01
1.611944038799564183e+01
1.511842982638160038e+01
3.113452103373359492e+01
1.874685298471318973e+01
9.587814529923262441e+00
2.328363611599370486e+01
3.326054561803952314e+00
2.505203151367045322e+01
3.134335630999153022e+00
1.511842982638160038e+01
1.602553561596450038e+01
2.388711912568292206e+01
2.955230737799202245e+01
1.118763807152238421e+01
7.256846316663168928e+00
3.023685965276319831e-01
2.134061943757113156e+01
4.477622329998789397e-01
1.639207000277202653e+01
3.713418371258481443e+01
2.918767548127119227e+01
1.511842982638160304e+00
1.814211579165791832e+01
1.762920736147179213e+01
3.134335630999153022e+00
1.149000666805001991e+01
1.602553561596450038e+01
2.570133070484872206e+01
4.535528947914479581e+00
2.474274717399550294e+00
3.713418371258481443e+01
5.442634737497374253e+00
8.059720193997820914e+00
3.023685965276319831e-01
1.608278566309708069e+01
2.238811164999395587e+00
1.746272708699528309e+01
1.484564830439730443e+01
1.451369263332633786e+01
1.515493264407224494e+01
6.185686793498877734e+00
1.082495188862303515e+01
2.059706271799444011e+01
3.113452103373359492e+01
1.082495188862303515e+01
6.494971133173820910e+00
3.628423158331584464e+00
1.693264140554738972e+01
1.835825155299503564e+01
1.329922660602258411e+01
9.278530190248315268e-01
2.056106456387897197e+01
4.329980755449213348e+00
1.477615368899601123e+01
1.360658684374343963e+01
4.477622329998791173e+00
2.134061943757113156e+01
3.713418371258481443e+01
1.237137358699775147e+00
2.207290754651714337e+01
3.089559407699166016e+01
3.113452103373359492e+01
3.113452103373359492e+01
2.462692281499334968e+01
1.113423622829797388e+01
5.876402453823934557e+00
4.535528947914479581e+00
2.238811164999395587e+00
5.876402453823934557e+00
7.256846316663168928e+00
1.731992302179685339e+01
1.783974719513028973e+01
2.418948772221055865e+00
5.567118114148986940e+00
2.776125844599250669e+01
6.954477720135536778e+00
1.723501000207501832e+01
2.686573397999273993e+01
1.753737859860266113e+01
1.546421698374719256e+01
2.731349621299263219e+01
2.597020951399299094e+01
5.442634737497374253e+00
1.239711245763291103e+01
3.113452103373359492e+01
8.659961510898426695e+00
1.208958029099673759e+01
1.567167815499576733e+01
2.373139834899359002e+01
2.918767548127119227e+01
2.146817035346187197e+01
2.103133509789617506e+01
1.701496485399540859e+01
8.163952106246068041e+00
1.029853135899722005e+01
1.451369263332633786e+01
1.343286698999636997e+01
1.904922158124081477e+01
3.713418371258481443e+01
3.089559407699166016e+01
1.746272708699528309e+01
3.134335630999153466e+01
8.659961510898426695e+00
2.955230737799202245e+01
1.880601378599492080e+01
3.092843396749438867e+00
3.930791754859216169e+00
3.113452103373359492e+01
1.028053228193948598e+01
2.207290754651714337e+01
2.641797174699286543e+01
1.208958029099673759e+01
1.020638320927314879e+01
3.326054561803952314e+00
1.432839145599612607e+01
1.269948105416054673e+01
2.025869596735134337e+01
2.918767548127119227e+01
8.350677171223486184e+00
1.020638320927314879e+01
7.861583509718432339e+00
2.509659351179345066e+01
2.910454514499212664e+01
1.572316701943686468e+01
2.025869596735134337e+01
2.641797174699286543e+01
2.025869596735134337e+01
1.481606122985396468e+01
1.179237526457764851e+01
2.388711912568292206e+01
3.113452103373359492e+01
1.481606122985396468e+01
5.373146795998549052e+00
1.511842982638160038e+01
2.479422491526582206e+01
1.118763807152238421e+01
1.329922660602258411e+01
1.088526947499474851e+01
4.948549434799100588e+00
1.886634472017158259e+01
1.546421698374719433e+00
2.328238193262766842e+01
2.358475052915529702e+01
1.206208924732280963e+01
1.874685298471318973e+01
2.686573397999274526e+00
1.175280490764786911e+01
1.119405582499697616e+01
3.671650310599007128e+01
1.051566754894808753e+01
1.855706038049663054e+00
1.663027280901976113e+01
2.417916058199347518e+01
1.874685298471318973e+01
1.082495188862303515e+01
2.918767548127119227e+01
3.713418371258481443e+01
1.421132403679870926e+01
1.388062922299625335e+01
1.880601378599492080e+01
1.783974719513028973e+01
1.300184965068817355e+01
7.113539812523709038e+00
2.237527614304476842e+01
2.918767548127119227e+01
9.850769125997340225e+00
3.134335630999153022e+00
1.360851094569752995e+01
3.113452103373359492e+01
2.418948772221055865e+00
3.628423158331584464e+00
1.935159017776844692e+01
1.390895544027107356e+01
1.300184965068817355e+01
1.639207000277202653e+01
4.477622329998791173e+00
1.835825155299503564e+01
6.349740527080273367e+00
1.058290087846712169e+01
8.969245850573374312e+00
5.567118114148986940e+00
2.257775679627090426e+01
5.876402453823934557e+00
8.955244659997582346e+00
8.969245850573374312e+00
1.723501000207501832e+01
2.865678291199225214e+01
3.113452103373359492e+01
1.028053228193948598e+01
1.209474386110527933e+00
2.226847245659594776e+01
3.671650310599007128e+01
1.422707962504741808e+01
1.855706038049662610e+01
2.479422491526582206e+01
2.116580175693424337e+01
2.417916058199347518e+01
